TEAM,YEAR,FTM,FTA,FT_PCT
Kansas State NCAA,2019,383,574,.667
Kennesaw State,2019,410,590,.695
Kent State,2019,464,641,.724
Kentucky NCAA,2019,635,859,.739
La Salle,2019,394,512,.770
Lafayette,2019,325,437,.744
Lamar,2019,565,823,.687
Lehigh,2019,480,620,.774
Liberty NCAA,2019,406,524,.775
Lipscomb,2019,607,801,.758
Little Rock,2019,461,703,.656
Long Beach State,2019,574,831,.691
Long Island University,2019,452,643,.703
Longwood,2019,468,639,.732
Louisiana,2019,527,710,.742
Louisiana State NCAA,2019,603,802,.752
Louisiana Tech,2019,453,690,.657
Louisiana-Monroe,2019,576,737,.782
Louisville NCAA,2019,534,687,.777
Loyola (IL),2019,363,545,.666
Loyola (MD),2019,438,617,.710
Loyola Marymount,2019,481,645,.746
Maine,2019,293,452,.648
Manhattan,2019,312,534,.584
Marist,2019,363,530,.685
Marquette NCAA,2019,524,692,.757
Marshall,2019,522,723,.722
Maryland NCAA,2019,466,627,.743
Maryland-Baltimore County,2019,395,573,.689
Maryland-Eastern Shore,2019,329,489,.673
Massachusetts,2019,391,574,.681
Massachusetts-Lowell,2019,460,639,.720
McNeese State,2019,461,647,.713
Memphis,2019,596,835,.714
Mercer,2019,446,648,.688
Miami (FL),2019,419,570,.735
Miami (OH),2019,444,626,.709
Michigan NCAA,2019,406,579,.701
Michigan State NCAA,2019,564,749,.753
Middle Tennessee,2019,373,551,.677
Milwaukee,2019,379,508,.746
Minnesota NCAA,2019,578,848,.682
Mississippi NCAA,2019,461,589,.783
Mississippi State NCAA,2019,464,647,.717
Mississippi Valley State,2019,426,647,.658
Missouri,2019,370,526,.703
Missouri State,2019,434,627,.692
Monmouth,2019,530,773,.686
Montana NCAA,2019,428,621,.689
Montana State,2019,480,651,.737
Morehead State,2019,461,654,.705
Morgan State,2019,477,669,.713
Mount St. Mary's,2019,403,594,.678
Murray State NCAA,2019,493,673,.733
Navy,2019,389,544,.715
NC State,2019,468,661,.708
Nebraska,2019,484,694,.697
Nevada NCAA,2019,578,816,.708
Nevada-Las Vegas,2019,443,647,.685
New Hampshire,2019,235,385,.610
New Mexico,2019,523,745,.702
New Mexico State NCAA,2019,484,714,.678
New Orleans,2019,471,681,.692
Niagara,2019,463,629,.736
Nicholls State,2019,322,418,.770
NJIT,2019,528,732,.721
Norfolk State,2019,570,803,.710
North Alabama,2019,417,619,.674
North Carolina NCAA,2019,541,728,.743
North Carolina A&T,2019,364,548,.664
North Carolina Central NCAA,2019,460,641,.718
North Dakota,2019,335,482,.695
North Dakota State NCAA,2019,476,613,.777
North Florida,2019,373,539,.692
North Texas,2019,356,532,.669
Northeastern NCAA,2019,476,634,.751
Northern Arizona,2019,433,614,.705
Northern Colorado,2019,445,633,.703
Northern Illinois,2019,397,543,.731
Northern Iowa,2019,401,537,.747
Northern Kentucky NCAA,2019,483,725,.666
Northwestern,2019,405,551,.735
Northwestern State,2019,411,604,.680
Notre Dame,2019,442,594,.744
Oakland,2019,492,663,.742
Ohio,2019,381,602,.633
Ohio State NCAA,2019,477,650,.734
Oklahoma NCAA,2019,431,618,.697
Oklahoma State,2019,378,549,.689
Old Dominion NCAA,2019,388,585,.663
Omaha,2019,341,473,.721
Oral Roberts,2019,340,492,.691
Oregon NCAA,2019,450,624,.721
Oregon State,2019,472,636,.742
Pacific,2019,520,698,.745
Penn State,2019,425,613,.693
Pennsylvania,2019,326,511,.638
Pepperdine,2019,529,696,.760
Pittsburgh,2019,543,779,.697
Portland,2019,448,668,.671
Portland State,2019,525,748,.702
Prairie View NCAA,2019,596,875,.681
Presbyterian,2019,491,674,.728
Princeton,2019,371,502,.739
Providence,2019,533,771,.691
Purdue NCAA,2019,461,641,.719
Purdue Fort Wayne,2019,386,557,.693
Quinnipiac,2019,468,646,.724
Radford,2019,369,515,.717
Rhode Island,2019,479,704,.680
Rice,2019,500,729,.686
Richmond,2019,365,552,.661
Rider,2019,465,755,.616
Robert Morris,2019,446,638,.699
Rutgers,2019,372,584,.637
Sacramento State,2019,410,592,.693
Sacred Heart,2019,545,722,.755
Saint Francis (PA),2019,493,698,.706
Saint Joseph's,2019,462,615,.751
Saint Louis NCAA,2019,484,809,.598
Saint Mary's (CA) NCAA,2019,412,555,.742
Saint Peter's,2019,414,570,.726
Sam Houston,2019,390,518,.753
Samford,2019,487,666,.731
San Diego,2019,479,641,.747
San Diego State,2019,486,679,.716
San Francisco,2019,372,568,.655
San Jose State,2019,406,620,.655
Santa Clara,2019,406,567,.716
Savannah State,2019,359,531,.676
Seattle,2019,478,668,.716
Seton Hall NCAA,2019,492,697,.706
Siena,2019,299,440,.680
South Alabama,2019,459,669,.686
South Carolina,2019,473,694,.682
South Carolina State,2019,573,772,.742
South Carolina Upstate,2019,350,492,.711
South Dakota,2019,433,585,.740
South Dakota State,2019,494,635,.778
South Florida,2019,658,1018,.646
Southeast Missouri State,2019,358,519,.690
Southeastern Louisiana,2019,459,640,.717
Southern,2019,393,588,.668
Southern California,2019,363,563,.645
Southern Illinois,2019,377,550,.685
SIU Edwardsville,2019,476,677,.703
Southern Methodist,2019,374,523,.715
Southern Mississippi,2019,321,489,.656
Southern Utah,2019,539,757,.712
St. Bonaventure,2019,400,539,.742
St. Francis (NY),2019,393,580,.678
St. John's (NY) NCAA,2019,446,620,.719
Stanford,2019,432,643,.672
Stephen F. Austin,2019,414,607,.682
Stetson,2019,348,503,.692
Stony Brook,2019,501,695,.721
Syracuse NCAA,2019,480,701,.685
TCU,2019,469,688,.682
Temple NCAA,2019,472,649,.727
Tennessee NCAA,2019,561,744,.754
Tennessee State,2019,440,628,.701
Tennessee Tech,2019,407,645,.631
Tennessee-Martin,2019,398,528,.754
Texas,2019,445,637,.699
Texas A&M,2019,437,631,.693
Texas A&M-Corpus Christi,2019,376,541,.695
Texas Southern,2019,660,988,.668
Texas State,2019,474,694,.683
Texas Tech NCAA,2019,508,694,.732
Texas-Rio Grande Valley,2019,641,923,.694
The Citadel,2019,385,523,.736
Toledo,2019,410,531,.772
Towson,2019,370,532,.695
Troy,2019,397,550,.722
Tulane,2019,403,585,.689
Tulsa,2019,522,751,.695
UAB,2019,424,630,.673
UC Davis,2019,365,515,.709
UC Irvine NCAA,2019,449,640,.702
UC Riverside,2019,290,424,.684
UC Santa Barbara,2019,496,693,.716
UCF NCAA,2019,518,798,.649
UCLA,2019,486,768,.633
UNC Asheville,2019,324,437,.741
UNC Greensboro,2019,464,666,.697
UNC Wilmington,2019,493,673,.733
UT Arlington,2019,488,659,.741
Utah,2019,435,616,.706
Utah State NCAA,2019,559,747,.748
Utah Valley,2019,554,764,.725
UTEP,2019,382,578,.661
UTSA,2019,395,536,.737
Valparaiso,2019,416,595,.699
Vanderbilt,2019,478,710,.673
Vermont NCAA,2019,507,678,.748
Villanova NCAA,2019,506,695,.728
Virginia NCAA,2019,445,598,.744
Virginia Commonwealth NCAA,2019,469,669,.701
VMI,2019,424,581,.730
Virginia Tech NCAA,2019,461,606,.761
Wagner,2019,428,575,.744
Wake Forest,2019,494,681,.725
Washington NCAA,2019,472,679,.695
Washington State,2019,426,564,.755
Weber State,2019,528,708,.746
West Virginia,2019,584,849,.688
Western Carolina,2019,424,628,.675
Western Illinois,2019,321,440,.730
Western Kentucky,2019,524,724,.724
Western Michigan,2019,470,680,.691
Wichita State,2019,475,655,.725
William & Mary,2019,385,576,.668
Winthrop,2019,417,565,.738
Wisconsin NCAA,2019,344,531,.648
Abilene Christian,2020,515,695,.741
Air Force,2020,459,628,.731
Akron,2020,485,628,.772
Alabama,2020,500,721,.693
Alabama A&M,2020,379,565,.671
Alabama State,2020,391,629,.622
Albany (NY),2020,422,600,.703
Alcorn State,2020,415,558,.744
American,2020,351,499,.703
Appalachian State,2020,494,741,.667
Arizona,2020,512,699,.732
Arizona State,2020,429,617,.695
Arkansas,2020,567,776,.731
Arkansas State,2020,578,814,.710
Arkansas-Pine Bluff,2020,326,554,.588
Army,2020,271,441,.615
Auburn,2020,551,818,.674
Austin Peay,2020,512,715,.716
Ball State,2020,374,540,.693
Baylor,2020,378,548,.690
Belmont,2020,335,470,.713
Bethune-Cookman,2020,491,701,.700
Binghamton,2020,302,417,.724
Boise State,2020,503,670,.751
Boston College,2020,353,536,.659
Boston University,2020,348,540,.644
Bowling Green State,2020,424,564,.752
Bradley,2020,464,631,.735
Brigham Young,2020,318,454,.700
Brown,2020,374,512,.730
Bryant,2020,398,588,.677
Bucknell,2020,380,553,.687
Buffalo,2020,401,598,.671
Butler,2020,361,496,.728
Cal Poly,2020,407,587,.693
Cal State Bakersfield,2020,385,563,.684
Cal State Fullerton,2020,433,644,.672
Cal State Northridge,2020,438,603,.726
California,2020,447,606,.738
California Baptist,2020,507,645,.786
Campbell,2020,321,439,.731
Canisius,2020,391,562,.696
Central Arkansas,2020,531,741,.717
Central Connecticut State,2020,349,516,.676
Central Michigan,2020,507,680,.746
Charleston Southern,2020,361,487,.741
Charlotte,2020,395,562,.703
Chattanooga,2020,393,552,.712
Chicago State,2020,427,592,.721
Cincinnati,2020,459,678,.677
Clemson,2020,341,497,.686
Cleveland State,2020,457,688,.664
Coastal Carolina,2020,501,700,.716
Colgate,2020,382,511,.748
College of Charleston,2020,429,564,.761
Colorado,2020,473,643,.736
Colorado State,2020,475,700,.679
Columbia,2020,298,408,.730
Connecticut,2020,478,644,.742
Coppin State,2020,390,613,.636
Cornell,2020,286,409,.699
Creighton,2020,394,533,.739
Dartmouth,2020,293,433,.677
Davidson,2020,400,525,.762
Dayton,2020,421,585,.720
Delaware,2020,439,579,.758
Delaware State,2020,453,661,.685
Denver,2020,433,628,.689
DePaul,2020,417,634,.658
Detroit Mercy,2020,464,593,.782
Drake,2020,406,569,.714
Drexel,2020,371,530,.700
Duke,2020,501,696,.720
Duquesne,2020,395,562,.703
East Carolina,2020,467,647,.722
East Tennessee State,2020,495,713,.694
Eastern Illinois,2020,382,579,.660
Eastern Kentucky,2020,482,664,.726
Eastern Michigan,2020,448,714,.627
Eastern Washington,2020,395,569,.694
Elon,2020,381,518,.736
Evansville,2020,416,570,.730
Fairfield,2020,417,600,.695
FDU,2020,371,513,.723
Florida,2020,425,588,.723
Florida A&M,2020,389,613,.635
Florida Atlantic,2020,365,519,.703
Florida Gulf Coast,2020,284,412,.689
Florida International,2020,373,574,.650
Florida State,2020,418,557,.750
Fordham,2020,301,455,.662
Fresno State,2020,365,519,.703
Furman,2020,393,561,.701
Gardner-Webb,2020,444,640,.694
George Mason,2020,429,621,.691
George Washington,2020,395,566,.698
Georgetown,2020,503,652,.771
Georgia,2020,455,648,.702
Georgia Southern,2020,486,721,.674
Georgia State,2020,463,626,.740
Georgia Tech,2020,403,595,.677
Gonzaga,2020,543,789,.688
Grambling,2020,461,676,.682
Grand Canyon,2020,456,611,.746
Green Bay,2020,506,669,.756
Hampton,2020,574,821,.699
Hartford,2020,402,572,.703
Harvard,2020,379,541,.701
Hawaii,2020,380,540,.704
High Point,2020,490,701,.699
Hofstra,2020,524,669,.783
Holy Cross,2020,309,461,.670
Houston,2020,449,615,.730
Houston Christian,2020,511,684,.747
Howard,2020,443,637,.695
Idaho,2020,362,536,.675
Idaho State,2020,381,581,.656
Illinois,2020,442,607,.728
Illinois State,2020,312,439,.711
Illinois-Chicago,2020,400,584,.685
Incarnate Word,2020,411,558,.737
Indiana,2020,486,716,.679
Indiana State,2020,381,532,.716
Iona,2020,412,535,.770
Iowa,2020,482,643,.750
Iowa State,2020,405,543,.746
IUPUI,2020,396,614,.645
Jackson State,2020,436,649,.672
Jacksonville,2020,378,564,.670
Jacksonville State,2020,380,550,.691
James Madison,2020,426,652,.653
Kansas,2020,411,616,.667
Kansas City,2020,338,494,.684
Kansas State,2020,399,604,.661
Kennesaw State,2020,361,513,.704
Kent State,2020,402,553,.727
Kentucky,2020,560,703,.797
La Salle,2020,378,568,.665
Lafayette,2020,313,422,.742
Lamar,2020,461,654,.705
Lehigh,2020,352,480,.733
Liberty,2020,390,547,.713
Lipscomb,2020,369,533,.692
Little Rock,2020,528,744,.710
Long Beach State,2020,426,609,.700
Long Island University,2020,458,641,.715
Longwood,2020,415,592,.701
Louisiana,2020,507,682,.743
Louisiana State,2020,512,666,.769
Louisiana Tech,2020,342,512,.668
Louisiana-Monroe,2020,345,506,.682
Louisville,2020,421,576,.731
Loyola (IL),2020,407,626,.650
Loyola (MD),2020,476,747,.637
Loyola Marymount,2020,382,561,.681
Maine,2020,320,450,.711
Manhattan,2020,362,583,.621
Marist,2020,315,486,.648
Marquette,2020,514,692,.743
Marshall,2020,390,588,.663
Maryland,2020,500,669,.747
Maryland-Baltimore County,2020,394,611,.645
Maryland-Eastern Shore,2020,302,478,.632
Massachusetts,2020,373,532,.701
Massachusetts-Lowell,2020,490,688,.712
McNeese State,2020,449,620,.724
Memphis,2020,478,704,.679
Mercer,2020,354,490,.722
Merrimack,2020,291,427,.681
Miami (FL),2020,396,522,.759
Miami (OH),2020,373,513,.727
Michigan,2020,357,498,.717
Michigan State,2020,424,565,.750
Middle Tennessee,2020,386,576,.670
Milwaukee,2020,399,563,.709
Minnesota,2020,356,515,.691
Mississippi,2020,478,655,.730
Mississippi State,2020,510,676,.754
Mississippi Valley State,2020,302,466,.648
Missouri,2020,476,610,.780
Missouri State,2020,414,553,.749
Monmouth,2020,472,655,.721
Montana,2020,339,469,.723
Montana State,2020,449,606,.741
Morehead State,2020,372,583,.638
Morgan State,2020,492,709,.694
Mount St. Mary's,2020,414,597,.693
Murray State,2020,499,704,.709
Navy,2020,368,532,.692
NC State,2020,396,558,.710
Nebraska,2020,352,584,.603
Nevada,2020,400,531,.753
Nevada-Las Vegas,2020,442,639,.692
New Hampshire,2020,316,470,.672
New Mexico,2020,517,718,.720
New Mexico State,2020,383,534,.717
New Orleans,2020,507,681,.744
Niagara,2020,327,435,.752
Nicholls State,2020,377,504,.748
NJIT,2020,356,523,.681
Norfolk State,2020,435,611,.712
North Alabama,2020,436,633,.689
North Carolina,2020,470,689,.682
North Carolina A&T,2020,478,785,.609
North Carolina Central,2020,386,591,.653
North Dakota,2020,501,658,.761
North Dakota State,2020,490,614,.798
North Florida,2020,414,543,.762
North Texas,2020,378,503,.751
Northeastern,2020,366,463,.790
Northern Arizona,2020,372,531,.701
Northern Colorado,2020,312,468,.667
Northern Illinois,2020,343,509,.674
Northern Iowa,2020,355,468,.759
Northern Kentucky,2020,438,636,.689
Northwestern,2020,337,461,.731
Northwestern State,2020,437,596,.733
Notre Dame,2020,366,498,.735
Oakland,2020,475,689,.689
Ohio,2020,370,537,.689
Ohio State,2020,467,621,.752
Oklahoma,2020,433,565,.766
Oklahoma State,2020,460,627,.734
Old Dominion,2020,378,546,.692
Omaha,2020,380,534,.712
Oral Roberts,2020,436,582,.749
Oregon,2020,369,527,.700
Oregon State,2020,486,647,.751
Pacific,2020,434,651,.667
Penn State,2020,414,598,.692
Pennsylvania,2020,269,405,.664
Pepperdine,2020,506,639,.792
Pittsburgh,2020,467,655,.713
Portland,2020,394,582,.677
Portland State,2020,456,634,.719
Prairie View,2020,525,741,.709
Presbyterian,2020,422,592,.713
Princeton,2020,306,417,.734
Providence,2020,461,664,.694
Purdue,2020,331,482,.687
Purdue Fort Wayne,2020,327,488,.670
Quinnipiac,2020,364,478,.762
Radford,2020,369,575,.642
Rhode Island,2020,464,686,.676
Rice,2020,446,619,.721
Richmond,2020,392,505,.776
Rider,2020,458,704,.651
Robert Morris,2020,341,508,.671
Rutgers,2020,346,537,.644
Sacramento State,2020,374,520,.719
Sacred Heart,2020,483,658,.734
Saint Francis (PA),2020,483,644,.750
Saint Joseph's,2020,399,566,.705
Saint Louis,2020,419,723,.580
Saint Mary's (CA),2020,439,582,.754
Saint Peter's,2020,457,632,.723
Sam Houston,2020,433,584,.741
Samford,2020,505,679,.744
San Diego,2020,385,572,.673
San Diego State,2020,400,519,.771
San Francisco,2020,434,603,.720
San Jose State,2020,454,634,.716
Santa Clara,2020,495,667,.742
Seattle,2020,506,653,.775
Seton Hall,2020,437,611,.715
Siena,2020,429,609,.704
South Alabama,2020,479,661,.725
South Carolina,2020,437,696,.628
South Carolina State,2020,481,643,.748
South Carolina Upstate,2020,440,641,.686
South Dakota,2020,536,710,.755
South Dakota State,2020,430,608,.707
South Florida,2020,403,620,.650
Southeast Missouri State,2020,423,612,.691
Southeastern Louisiana,2020,401,594,.675
Southern,2020,431,635,.679
Southern California,2020,417,630,.662
Southern Illinois,2020,390,536,.728
SIU Edwardsville,2020,359,526,.683
Southern Methodist,2020,412,541,.762
Southern Mississippi,2020,318,442,.719
Southern Utah,2020,466,651,.716
St. Bonaventure,2020,359,488,.736
St. Francis (NY),2020,373,511,.730
St. John's (NY),2020,445,633,.703
Stanford,2020,376,535,.703
Stephen F. Austin,2020,546,790,.691
Stetson,2020,429,644,.666
Stony Brook,2020,455,628,.725
Syracuse,2020,493,666,.740
TCU,2020,303,476,.637
Temple,2020,421,613,.687
Tennessee,2020,462,617,.749
Tennessee State,2020,386,585,.660
Tennessee Tech,2020,268,397,.675
Tennessee-Martin,2020,414,550,.753
Texas,2020,261,381,.685
Texas A&M,2020,437,645,.678
Texas A&M-Corpus Christi,2020,387,547,.707
Texas Southern,2020,555,786,.706
Texas State,2020,493,652,.756
Texas Tech,2020,448,594,.754
Texas-Rio Grande Valley,2020,440,614,.717
The Citadel,2020,386,559,.691
Toledo,2020,499,669,.746
Towson,2020,468,607,.771
Troy,2020,370,549,.674
Tulane,2020,416,584,.712
Tulsa,2020,465,657,.708
UAB,2020,425,604,.704
UC Davis,2020,439,558,.787
UC Irvine,2020,393,532,.739
UC Riverside,2020,317,460,.689
UC Santa Barbara,2020,465,615,.756
UCF,2020,376,529,.711
UCLA,2020,465,648,.718
UNC Asheville,2020,409,620,.660
UNC Greensboro,2020,335,531,.631
UNC Wilmington,2020,412,581,.709
UT Arlington,2020,409,547,.748
Utah,2020,446,611,.730
Utah State,2020,542,710,.763
Utah Valley,2020,417,585,.713
UTEP,2020,451,602,.749
UTSA,2020,421,552,.763
Valparaiso,2020,399,559,.714
Vanderbilt,2020,513,736,.697
Vermont,2020,412,574,.718
Villanova,2020,368,485,.759
Virginia,2020,289,403,.717
Virginia Commonwealth,2020,412,592,.696
VMI,2020,317,448,.708
Virginia Tech,2020,305,429,.711
Wagner,2020,366,504,.726
Wake Forest,2020,542,726,.747
Washington,2020,483,669,.722
Washington State,2020,446,600,.743
Weber State,2020,370,510,.725
West Virginia,2020,476,742,.642
Western Carolina,2020,468,659,.710
Western Illinois,2020,288,368,.783
Western Kentucky,2020,527,668,.789
Western Michigan,2020,458,641,.715
Wichita State,2020,445,638,.697
William & Mary,2020,405,544,.744
Winthrop,2020,483,760,.636
Wisconsin,2020,353,462,.764
Abilene Christian NCAA,2021,403,594,.678
Air Force,2021,250,361,.693
Akron,2021,325,429,.758
Alabama NCAA,2021,433,612,.708
Alabama A&M,2021,173,276,.627
Alabama State,2021,279,431,.647
Albany (NY),2021,218,301,.724
Alcorn State,2021,273,376,.726
American,2021,105,149,.705
Appalachian State NCAA,2021,426,574,.742
Arizona,2021,453,623,.727
Arizona State,2021,367,504,.728
Arkansas NCAA,2021,501,677,.740
Arkansas State,2021,345,478,.722
Arkansas-Pine Bluff,2021,378,523,.723
Army,2021,232,364,.637
Auburn,2021,417,589,.708
Austin Peay,2021,347,462,.751
Ball State,2021,298,397,.751
Baylor NCAA,2021,354,500,.708
Bellarmine,2021,261,345,.757
Belmont,2021,380,515,.738
Binghamton,2021,162,241,.672
Boise State,2021,416,566,.735
Boston College,2021,247,352,.702
Boston University,2021,222,296,.750
Bowling Green State,2021,354,481,.736
Bradley,2021,284,393,.723
Brigham Young NCAA,2021,321,443,.725
Bryant,2021,359,472,.761
Bucknell,2021,189,248,.762
Buffalo,2021,327,487,.671
Butler,2021,265,410,.646
Cal Poly,2021,280,388,.722
Cal State Bakersfield,2021,297,416,.714
Cal State Fullerton,2021,241,326,.739
Cal State Northridge,2021,296,407,.727
California,2021,371,532,.697
California Baptist,2021,337,457,.737
Campbell,2021,324,478,.678
Canisius,2021,176,248,.710
Central Arkansas,2021,319,445,.717
Central Connecticut State,2021,245,348,.704
Central Michigan,2021,352,523,.673
Charleston Southern,2021,255,357,.714
Charlotte,2021,354,484,.731
Chattanooga,2021,336,429,.783
Chicago State,2021,88,126,.698
Cincinnati,2021,290,442,.656
Clemson NCAA,2021,236,307,.769
Cleveland State NCAA,2021,340,507,.671
Coastal Carolina,2021,382,533,.717
Colgate NCAA,2021,225,311,.723
College of Charleston,2021,221,311,.711
Colorado NCAA,2021,438,535,.819
Colorado State,2021,407,514,.792
Connecticut NCAA,2021,291,403,.722
Coppin State,2021,351,564,.622
Creighton NCAA,2021,306,478,.640
Davidson,2021,217,316,.687
Dayton,2021,298,418,.713
Delaware,2021,212,297,.714
Delaware State,2021,257,357,.720
Denver,2021,287,398,.721
DePaul,2021,185,273,.678
Detroit Mercy,2021,262,326,.804
Drake NCAA,2021,320,449,.713
Drexel NCAA,2021,234,300,.780
Duke,2021,239,346,.691
Duquesne,2021,214,329,.650
East Carolina,2021,262,362,.724
East Tennessee State,2021,295,423,.697
Eastern Illinois,2021,274,417,.657
Eastern Kentucky,2021,351,497,.706
Eastern Michigan,2021,243,326,.745
Eastern Washington NCAA,2021,341,431,.791
Elon,2021,197,266,.741
Evansville,2021,237,330,.718
Fairfield,2021,345,496,.696
FDU,2021,317,445,.712
Florida NCAA,2021,359,477,.753
Florida A&M,2021,219,336,.652
Florida Atlantic,2021,269,407,.661
Florida Gulf Coast,2021,180,271,.664
Florida International,2021,261,392,.666
Florida State NCAA,2021,351,474,.741
Fordham,2021,132,197,.670
Fresno State,2021,323,485,.666
Furman,2021,288,398,.724
Gardner-Webb,2021,303,439,.690
George Mason,2021,253,394,.642
George Washington,2021,234,335,.699
Georgetown NCAA,2021,353,469,.753
Georgia,2021,381,553,.689
Georgia Southern,2021,294,463,.635
Georgia State,2021,291,425,.685
Georgia Tech NCAA,2021,312,430,.726
Gonzaga NCAA,2021,513,703,.730
Grambling,2021,368,553,.665
Grand Canyon NCAA,2021,297,434,.684
Green Bay,2021,308,411,.749
Hampton,2021,298,411,.725
Hartford NCAA,2021,267,373,.716
Hawaii,2021,271,376,.721
High Point,2021,357,520,.687
Hofstra,2021,317,443,.716
Holy Cross,2021,173,248,.698
Houston NCAA,2021,435,595,.731
Houston Christian,2021,304,415,.733
Howard,2021,79,110,.718
Idaho,2021,243,335,.725
Idaho State,2021,353,496,.712
Illinois NCAA,2021,476,690,.690
Illinois State,2021,246,372,.661
Illinois-Chicago,2021,195,296,.659
Incarnate Word,2021,279,397,.703
Indiana,2021,416,626,.665
Indiana State,2021,353,481,.734
Iona NCAA,2021,259,348,.744
Iowa NCAA,2021,448,627,.715
Iowa State,2021,217,277,.783
IUPUI,2021,234,326,.718
Jackson State,2021,287,422,.680
Jacksonville,2021,298,449,.664
Jacksonville State,2021,340,496,.685
James Madison,2021,310,464,.668
Kansas NCAA,2021,386,539,.716
Kansas City,2021,250,379,.660
Kansas State,2021,303,456,.664
Kennesaw State,2021,265,402,.659
Kent State,2021,309,397,.778
Kentucky,2021,371,509,.729
La Salle,2021,241,352,.685
Lafayette,2021,226,281,.804
Lamar,2021,364,496,.734
Lehigh,2021,176,251,.701
Liberty NCAA,2021,296,381,.777
Lipscomb,2021,348,503,.692
Little Rock,2021,363,517,.702
Long Beach State,2021,269,395,.681
Long Island University,2021,240,360,.667
Longwood,2021,343,498,.689
Louisiana,2021,323,463,.698
Louisiana State NCAA,2021,465,619,.751
Louisiana Tech,2021,435,639,.681
Louisiana-Monroe,2021,258,367,.703
Louisville,2021,264,368,.717
Loyola (IL) NCAA,2021,373,519,.719
Loyola (MD),2021,212,351,.604
Loyola Marymount,2021,344,474,.726
Maine,2021,70,123,.569
Manhattan,2021,275,413,.666
Marist,2021,240,351,.684
Marquette,2021,382,520,.735
Marshall,2021,242,334,.725
Maryland NCAA,2021,376,538,.699
Maryland-Baltimore County,2021,286,402,.711
Massachusetts,2021,231,315,.733
Massachusetts-Lowell,2021,305,461,.662
McNeese State,2021,287,417,.688
Memphis,2021,335,543,.617
Mercer,2021,311,433,.718
Merrimack,2021,199,300,.663
Miami (FL),2021,350,500,.700
Miami (OH),2021,270,348,.776
Michigan NCAA,2021,373,485,.769
Michigan State NCAA,2021,372,512,.727
Middle Tennessee,2021,233,341,.683
Milwaukee,2021,327,447,.732
Minnesota,2021,488,659,.741
Mississippi,2021,381,543,.702
Mississippi State,2021,414,629,.658
Mississippi Valley State,2021,190,332,.572
Missouri NCAA,2021,389,555,.701
Missouri State,2021,308,415,.742
Monmouth,2021,331,468,.707
Montana,2021,433,554,.782
Montana State,2021,389,515,.755
Morehead State NCAA,2021,397,584,.680
Morgan State,2021,369,499,.739
Mount St. Mary's NCAA,2021,248,370,.670
Murray State,2021,260,387,.672
Navy,2021,244,344,.709
NC State,2021,311,443,.702
Nebraska,2021,319,499,.639
Nevada,2021,423,560,.755
Nevada-Las Vegas,2021,238,336,.708
New Hampshire,2021,245,358,.684
New Mexico,2021,255,426,.599
New Mexico State,2021,263,361,.729
New Orleans,2021,356,483,.737
Niagara,2021,269,380,.708
Nicholls State,2021,298,446,.668
NJIT,2021,257,372,.691
Norfolk State NCAA,2021,385,546,.705
North Alabama,2021,316,424,.745
North Carolina NCAA,2021,417,624,.668
North Carolina A&T,2021,308,468,.658
North Carolina Central,2021,181,261,.693
North Dakota,2021,351,503,.698
North Dakota State,2021,381,501,.760
North Florida,2021,232,325,.714
North Texas NCAA,2021,306,411,.745
Northeastern,2021,201,271,.742
Northern Arizona,2021,241,364,.662
Northern Colorado,2021,254,381,.667
Northern Illinois,2021,168,273,.615
Northern Iowa,2021,258,378,.683
Northern Kentucky,2021,289,410,.705
Northwestern,2021,272,379,.718
Northwestern State,2021,356,530,.672
Notre Dame,2021,296,383,.773
Oakland,2021,435,616,.706
Ohio NCAA,2021,315,448,.703
Ohio State NCAA,2021,502,664,.756
Oklahoma NCAA,2021,356,478,.745
Oklahoma State NCAA,2021,475,669,.710
Old Dominion,2021,286,413,.692
Omaha,2021,300,436,.688
Oral Roberts NCAA,2021,407,496,.821
Oregon NCAA,2021,305,429,.711
Oregon State NCAA,2021,489,642,.762
Pacific,2021,205,302,.679
Penn State,2021,321,435,.738
Pepperdine,2021,401,511,.785
Pittsburgh,2021,314,473,.664
Portland,2021,330,426,.775
Portland State,2021,296,437,.677
Prairie View,2021,224,342,.655
Presbyterian,2021,285,416,.685
Providence,2021,338,483,.700
Purdue NCAA,2021,360,506,.711
Purdue Fort Wayne,2021,262,380,.689
Quinnipiac,2021,306,445,.688
Radford,2021,380,558,.681
Rhode Island,2021,373,558,.668
Rice,2021,320,438,.731
Richmond,2021,296,407,.727
Rider,2021,280,382,.733
Robert Morris,2021,196,299,.656
Rutgers NCAA,2021,285,448,.636
Sacramento State,2021,248,365,.679
Sacred Heart,2021,260,351,.741
Saint Francis (PA),2021,304,426,.714
Saint Joseph's,2021,240,331,.725
Saint Louis,2021,266,378,.704
Saint Mary's (CA),2021,270,368,.734
Saint Peter's,2021,316,453,.698
Sam Houston,2021,380,549,.692
Samford,2021,227,331,.686
San Diego,2021,141,217,.650
San Diego State NCAA,2021,384,534,.719
San Francisco,2021,233,324,.719
San Jose State,2021,238,364,.654
Santa Clara,2021,311,455,.684
Seattle,2021,305,416,.733
Seton Hall,2021,398,544,.732
Siena,2021,219,333,.658
South Alabama,2021,389,542,.718
South Carolina,2021,249,381,.654
South Carolina State,2021,177,285,.621
South Carolina Upstate,2021,268,372,.720
South Dakota,2021,365,468,.780
South Dakota State,2021,355,496,.716
South Florida,2021,279,438,.637
